loan_amnt,term,int_rate,grade,emp_title,home_ownership,annual_inc,verification_status,dti,open_acc,revol_util,fico_range_high,loan_status,text
31050.0, 60 months,20.99,E,Management Analyst,MORTGAGE,165000.0,Verified,30.54,28.0,62.6,669.0,0,credit_card - Credit card refinancing
9000.0, 36 months,14.46,C,Accessibility Coordinator,RENT,30000.0,Source Verified,11.32,11.0,99.9,714.0,0,debt_consolidation - Debt consolidation
28000.0, 60 months,16.55,D,Registered Nurse,OWN,60000.0,Source Verified,24.98,24.0,24.5,694.0,0,debt_consolidation - Debt consolidation
32000.0, 60 months,19.99,D,Supervisor,RENT,78000.0,Source Verified,28.78,22.0,47.4,679.0,0,debt_consolidation - Debt consolidation
30000.0, 60 months,9.99,B,Agile Project Manager,OWN,135000.0,Verified,28.29,34.0,3.8,804.0,0,credit_card - Credit card refinancing
17000.0, 60 months,12.69,C,painter,RENT,70000.0,Verified,7.46,5.0,56.4,679.0,0,credit_card - Credit card refinancing
21000.0, 60 months,19.99,D,Manager,RENT,150000.0,Verified,12.95,10.0,29.6,699.0,0,debt_consolidation - Debt consolidation
30000.0, 60 months,18.99,E,Quality Manager,MORTGAGE,65000.0,Verified,36.03,21.0,97.9,674.0,0,debt_consolidation - Debt consolidation
28000.0, 60 months,9.8,B,branch manager,OWN,95000.0,Source Verified,31.78,20.0,39.6,739.0,0,debt_consolidation - Debt consolidation
35000.0, 36 months,23.99,F,,RENT,149000.0,Verified,12.77,11.0,81.5,674.0,0,debt_consolidation - Debt consolidation
17000.0, 60 months,16.99,D,Controller,RENT,52500.0,Source Verified,30.58,11.0,28.7,729.0,0,debt_consolidation - Debt consolidation
21000.0, 36 months,12.59,C,nail tech owner,RENT,130000.0,Not Verified,11.67,11.0,45.8,694.0,0,small_business - Business
14000.0, 60 months,19.19,E,Firefighter,RENT,85000.0,Source Verified,26.67,11.0,37.4,714.0,0,debt_consolidation - Debt consolidation
11725.0, 36 months,18.55,E,correctional officer,RENT,45000.0,Verified,16.24,19.0,39.6,699.0,0,debt_consolidation - Debt consolidation
11150.0, 36 months,17.57,D,Team leader,MORTGAGE,31000.0,Source Verified,34.07,8.0,78.5,664.0,0,debt_consolidation - Debt consolidation
17075.0, 60 months,19.19,E,Sr System Analysis,MORTGAGE,78780.0,Not Verified,11.49,7.0,23.0,664.0,0,debt_consolidation - Debt consolidation
35000.0, 60 months,17.86,D,Teacher,MORTGAGE,99000.0,Verified,37.83,18.0,87.5,689.0,0,debt_consolidation - Debt consolidation
10000.0, 60 months,18.25,E,Logistical specialist,OWN,44000.0,Source Verified,28.01,7.0,85.0,674.0,0,debt_consolidation - Debt consolidation
20800.0, 60 months,27.31,G,Assembler,RENT,50000.0,Verified,14.09,9.0,26.6,704.0,0,debt_consolidation - Debt consolidation
38450.0, 36 months,18.99,D,Behavior Therapist ,RENT,85000.0,Not Verified,19.37,11.0,55.1,684.0,0,credit_card - Credit card refinancing
15000.0, 36 months,12.99,C,Maintenance Technician,MORTGAGE,50000.0,Verified,15.84,9.0,88.3,734.0,0,other - Other
5000.0, 36 months,13.33,C,Sorter,RENT,34000.0,Source Verified,5.47,3.0,41.9,684.0,0,debt_consolidation - Debt consolidation
18000.0, 36 months,16.99,D,Coordinator,MORTGAGE,76000.0,Not Verified,32.46,11.0,68.6,664.0,0,debt_consolidation - Debt consolidation
7000.0, 36 months,9.17,B,LVN,OWN,32000.0,Not Verified,24.76,9.0,52.0,679.0,0,debt_consolidation - Debt consolidation
19200.0, 60 months,13.66,C,Fios Field Tech,RENT,150000.0,Source Verified,21.68,14.0,58.0,689.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,11.49,B,Coding Department Manager,MORTGAGE,58600.0,Verified,34.73,23.0,78.0,679.0,0,debt_consolidation - Debt consolidation
15000.0, 36 months,13.33,C,hvac Tect,RENT,44000.0,Verified,10.01,6.0,22.7,709.0,0,other - Other
35000.0, 36 months,16.99,D,Utility Manager,MORTGAGE,72000.0,Source Verified,3.05,8.0,33.6,669.0,0,debt_consolidation - Debt consolidation
3000.0, 36 months,13.99,C,,MORTGAGE,55678.0,Source Verified,12.2,6.0,13.9,709.0,0,debt_consolidation - Debt consolidation
10625.0, 36 months,17.57,D,MT,MORTGAGE,60000.0,Verified,16.38,10.0,50.8,674.0,0,debt_consolidation - Debt consolidation
2400.0, 36 months,11.47,B,,RENT,1.0,Not Verified,,14.0,53.8,679.0,0,credit_card - Credit card refinancing
10000.0, 60 months,15.99,D,Deli  Clerk,MORTGAGE,25000.0,Source Verified,28.66,11.0,23.8,674.0,0,credit_card - Credit card refinancing
11000.0, 36 months,8.18,B,Legal Assistant,RENT,68350.0,Verified,10.52,16.0,53.0,674.0,0,credit_card - Credit card refinancing
14350.0, 36 months,15.41,D,Specimen II,MORTGAGE,31200.0,Verified,29.54,10.0,58.8,704.0,0,debt_consolidation - Debt consolidation
16000.0, 60 months,19.99,D,Jailer,OWN,104009.0,Verified,21.37,6.0,60.3,684.0,0,debt_consolidation - Debt consolidation
15000.0, 60 months,19.99,E,conductor,RENT,143000.0,Source Verified,12.29,16.0,40.8,684.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,15.99,C,Sales Rep,MORTGAGE,40000.0,Verified,19.98,10.0,17.4,709.0,0,other - Other
25000.0, 60 months,23.99,F,trainmaster,MORTGAGE,76000.0,Verified,23.7,10.0,22.1,714.0,0,home_improvement - Home improvement
3200.0, 36 months,14.46,C,,RENT,10334.0,Verified,10.69,5.0,41.8,679.0,0,debt_consolidation - Debt consolidation
20000.0, 60 months,19.53,D,truck driver,RENT,50000.0,Source Verified,31.64,8.0,35.7,734.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,12.74,C,revenue specialist,RENT,27500.0,Verified,15.19,6.0,64.6,664.0,0,debt_consolidation - Debt consolidation
23875.0, 36 months,23.13,F,Battalion Chief,MORTGAGE,98000.0,Verified,15.71,15.0,67.6,664.0,0,home_improvement - Home improvement
21000.0, 60 months,17.27,D,Quailty Assurance,OWN,102000.0,Not Verified,35.71,12.0,92.6,699.0,0,debt_consolidation - Debt consolidation
25000.0, 36 months,14.65,C,Chef,OWN,100000.0,Source Verified,10.72,9.0,57.1,689.0,0,other - Other
12000.0, 60 months,13.33,C,Inside Sales,RENT,45000.0,Source Verified,19.39,4.0,74.3,694.0,0,debt_consolidation - Debt consolidation
23000.0, 36 months,11.99,C,Systems Engineer,OWN,100000.0,Verified,28.09,18.0,84.8,664.0,0,debt_consolidation - Debt consolidation
17000.0, 60 months,14.49,C,Registered Nurse,MORTGAGE,125000.0,Not Verified,8.7,15.0,65.1,684.0,0,debt_consolidation - Debt consolidation
7975.0, 36 months,19.19,E,Seafood lead/meat assoc.,RENT,21000.0,Not Verified,25.54,10.0,28.6,684.0,0,credit_card - Credit card refinancing
5000.0, 36 months,12.69,C,Dentists,RENT,289000.0,Verified,19.11,10.0,24.0,664.0,0,medical - Medical expenses
5000.0, 36 months,18.99,D,Practice Manager,RENT,60000.0,Source Verified,19.44,23.0,70.0,684.0,0,debt_consolidation - Debt consolidation
8000.0, 36 months,8.18,B,Engineer Inspector,MORTGAGE,51000.0,Source Verified,18.12,12.0,24.3,679.0,0,debt_consolidation - Debt consolidation
15000.0, 36 months,10.75,B,Dispatch Manager,RENT,38000.0,Source Verified,7.9,11.0,27.1,674.0,0,debt_consolidation - Debt consolidation
15000.0, 60 months,14.65,C,,RENT,50000.0,Verified,32.26,16.0,79.0,674.0,0,credit_card - Credit card refinancing
5300.0, 36 months,23.13,F,Quality Control,RENT,29073.36,Verified,7.97,6.0,49.0,694.0,0,debt_consolidation - Debt consolidation
15000.0, 36 months,9.99,B,,MORTGAGE,72000.0,Not Verified,19.77,11.0,48.8,669.0,0,credit_card - Credit card refinancing
10000.0, 36 months,9.16,B,Financial Advisor,MORTGAGE,160000.0,Verified,13.88,10.0,98.0,664.0,0,credit_card - Credit card refinancing
13625.0, 60 months,24.99,F,Service advisor,RENT,37000.0,Verified,28.87,6.0,59.4,694.0,0,debt_consolidation - Debt consolidation
24000.0, 36 months,9.16,B,treator,MORTGAGE,72000.0,Verified,19.07,12.0,82.1,694.0,0,debt_consolidation - Debt consolidation
5300.0, 36 months,14.46,C,Manager of Information Security,MORTGAGE,115000.0,Source Verified,16.03,13.0,43.4,664.0,0,debt_consolidation - Debt consolidation
35000.0, 60 months,17.27,D,Registered Ango Plastic Specialist ,OWN,112000.0,Verified,27.19,27.0,42.0,669.0,0,debt_consolidation - Unknown
16000.0, 60 months,17.57,D,Consultant,MORTGAGE,140000.0,Source Verified,24.42,12.0,82.2,664.0,0,debt_consolidation - Debt consolidation
30000.0, 60 months,19.24,E,Manager,MORTGAGE,92000.0,Verified,19.28,19.0,51.3,699.0,0,credit_card - Credit card refinancing
10000.0, 36 months,17.27,D,Cook,MORTGAGE,45000.0,Verified,22.88,13.0,76.0,694.0,0,home_improvement - Home improvement
7450.0, 36 months,21.99,F,Executive Director ,OWN,140000.0,Verified,10.13,15.0,69.9,689.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,19.99,E,Loan officer,RENT,68000.0,Not Verified,12.05,12.0,52.0,679.0,0,debt_consolidation - Unknown
13525.0, 36 months,18.99,D,Superintendent,OWN,150800.0,Source Verified,11.8,14.0,28.3,689.0,0,debt_consolidation - Debt consolidation
15000.0, 36 months,12.99,C,Pumper,MORTGAGE,60000.0,Source Verified,9.86,8.0,43.5,664.0,0,debt_consolidation - Debt consolidation
25000.0, 60 months,24.99,F,Foreman,MORTGAGE,102000.0,Verified,28.39,12.0,86.4,669.0,0,debt_consolidation - Debt consolidation
16275.0, 36 months,11.53,B,Equipment operator,MORTGAGE,37000.0,Verified,14.01,9.0,55.2,694.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,9.49,B,,RENT,37000.0,Verified,22.06,11.0,45.8,704.0,0,debt_consolidation - Debt consolidation
25000.0, 60 months,11.44,B,General Manager,MORTGAGE,78000.0,Verified,34.69,23.0,44.5,734.0,0,debt_consolidation - Debt consolidation
20725.0, 36 months,15.77,D,,MORTGAGE,58000.0,Verified,29.42,13.0,83.7,684.0,0,debt_consolidation - Debt consolidation
17000.0, 36 months,15.77,D,Respiratory Care Practitioner,OWN,50000.0,Verified,10.78,6.0,56.6,689.0,0,debt_consolidation - Debt consolidation
20000.0, 60 months,16.99,D,office manager,RENT,59000.0,Verified,33.85,13.0,65.8,709.0,0,debt_consolidation - Debt consolidation
10000.0, 60 months,17.86,D,Store development,RENT,70000.0,Source Verified,20.71,15.0,34.1,694.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,6.24,A,Capital Expenditures Accountant,RENT,40000.0,Source Verified,26.91,25.0,24.4,689.0,0,debt_consolidation - Debt consolidation
9000.0, 36 months,7.39,A,clerical specialist ,MORTGAGE,45000.0,Not Verified,20.0,6.0,35.0,774.0,0,home_improvement - Unknown
11900.0, 60 months,24.99,F,Equipment operatr,RENT,70000.0,Source Verified,21.33,13.0,47.6,709.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,10.99,B,Director of miantanace,OWN,65000.0,Source Verified,13.25,14.0,37.5,684.0,0,debt_consolidation - Debt consolidation
14400.0, 60 months,13.67,C,Food Service Manager,RENT,60000.0,Source Verified,17.3,11.0,77.5,679.0,0,debt_consolidation - Debt consolidation
21500.0, 60 months,17.86,D,Customer Service Professional ,RENT,43000.0,Verified,32.63,8.0,71.0,674.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,12.39,C,mechanical technician,MORTGAGE,65000.0,Not Verified,28.17,13.0,78.4,669.0,0,debt_consolidation - Debt consolidation
10000.0, 60 months,17.57,D,Clinical Administrator,RENT,75000.0,Not Verified,12.96,14.0,70.8,684.0,0,other - Other
20000.0, 60 months,13.67,C,US End User Computing Supervisor,MORTGAGE,85000.0,Source Verified,14.53,10.0,31.4,694.0,0,debt_consolidation - Debt consolidation
11800.0, 60 months,12.99,C,Lead Supervisor,RENT,36000.0,Not Verified,23.9,5.0,12.9,804.0,0,debt_consolidation - Unknown
10000.0, 36 months,5.32,A,Material Handler /Inventory Clerk ,MORTGAGE,72000.0,Source Verified,29.48,8.0,82.7,684.0,0,debt_consolidation - Unknown
25000.0, 60 months,21.99,F,chef,RENT,124000.0,Verified,8.48,6.0,80.1,694.0,0,debt_consolidation - Debt consolidation
8000.0, 36 months,10.78,B,Principal,RENT,180000.0,Not Verified,7.07,5.0,55.8,674.0,0,credit_card - Credit card refinancing
20000.0, 60 months,13.33,C,biling,MORTGAGE,49000.0,Verified,28.66,18.0,71.5,694.0,0,debt_consolidation - Debt consolidation
25425.0, 36 months,15.59,C,owner,RENT,53000.0,Not Verified,8.32,9.0,43.2,734.0,0,other - Other
20000.0, 36 months,17.57,D,Nurse/LVN,RENT,65000.0,Verified,39.62,20.0,31.9,664.0,0,debt_consolidation - Debt consolidation
15000.0, 60 months,19.99,D,General manager,RENT,58800.0,Verified,27.14,26.0,41.3,674.0,0,debt_consolidation - Debt consolidation
15000.0, 60 months,12.29,C,Engineer,MORTGAGE,110000.0,Source Verified,10.17,10.0,71.3,694.0,0,credit_card - Credit card refinancing
4575.0, 36 months,17.86,D,Account Manager,MORTGAGE,52000.0,Not Verified,24.88,9.0,84.5,664.0,0,other - Other
11200.0, 60 months,15.61,D,Welder ,MORTGAGE,90000.0,Source Verified,11.73,8.0,72.4,679.0,0,debt_consolidation - Debt consolidation
3350.0, 36 months,21.97,E,picker ,RENT,34000.0,Verified,39.08,8.0,69.0,669.0,0,debt_consolidation - Debt consolidation
8400.0, 36 months,9.49,B,Caretaker,RENT,48000.0,Not Verified,5.33,6.0,33.0,679.0,0,debt_consolidation - Unknown
18350.0, 60 months,22.99,F,mechanic,MORTGAGE,51000.0,Verified,31.11,16.0,101.0,669.0,0,debt_consolidation - Debt consolidation
20000.0, 36 months,11.47,B,Owner operator,MORTGAGE,70000.0,Not Verified,25.06,7.0,91.4,729.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,12.99,C,Machinist,MORTGAGE,85000.0,Source Verified,23.59,18.0,70.8,694.0,0,debt_consolidation - Debt consolidation
20000.0, 60 months,13.18,C,EDUCATOR/COACH,RENT,88000.0,Not Verified,13.23,10.0,54.2,699.0,0,debt_consolidation - Debt consolidation
25000.0, 60 months,13.67,C,Project Manager,MORTGAGE,114000.0,Not Verified,17.87,6.0,61.8,694.0,0,debt_consolidation - Debt consolidation
19000.0, 60 months,13.33,C,General Manager,RENT,60000.0,Not Verified,16.74,4.0,99.0,709.0,0,debt_consolidation - Debt consolidation
15200.0, 60 months,28.88,G,Labor,MORTGAGE,40000.0,Source Verified,25.56,20.0,22.5,674.0,0,debt_consolidation - Debt consolidation
5750.0, 36 months,18.25,D,Asst Principal ,MORTGAGE,52000.0,Source Verified,35.2,21.0,52.7,699.0,0,debt_consolidation - Debt consolidation
6800.0, 36 months,17.57,D,Telephone Sales Rep,RENT,20000.0,Verified,23.59,10.0,58.0,679.0,0,debt_consolidation - Debt consolidation
32275.0, 36 months,21.97,E,Human Resources Manager,MORTGAGE,87000.0,Verified,38.83,14.0,79.0,679.0,0,debt_consolidation - Debt consolidation
21825.0, 60 months,26.06,F,Administrative,OWN,45500.0,Verified,26.3,9.0,41.0,684.0,0,home_improvement - Home improvement
12000.0, 36 months,18.25,D,,RENT,60000.0,Verified,29.02,16.0,62.8,674.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,16.29,D,Teacher,MORTGAGE,61000.0,Not Verified,16.05,9.0,31.4,699.0,0,debt_consolidation - Debt consolidation
13550.0, 36 months,19.48,E,Baker and cook ,OWN,58000.0,Source Verified,12.23,20.0,28.5,689.0,0,credit_card - Credit card refinancing
35000.0, 36 months,13.99,C,manager,MORTGAGE,54600.0,Verified,65.93,25.0,87.0,679.0,0,credit_card - Credit card refinancing
21275.0, 60 months,18.2,E,SALES,MORTGAGE,70000.0,Source Verified,31.48,13.0,78.1,679.0,0,debt_consolidation - Debt consolidation
21500.0, 36 months,9.16,B,Pres,OWN,90000.0,Source Verified,18.95,8.0,50.9,674.0,0,debt_consolidation - Debt consolidation
35000.0, 36 months,19.53,D,Federal Technician,MORTGAGE,100000.0,Verified,26.64,13.0,48.1,684.0,0,debt_consolidation - Unknown
12000.0, 36 months,18.25,D,Financial Aid Counselor,RENT,46176.0,Verified,23.75,12.0,80.0,674.0,0,debt_consolidation - Debt consolidation
9975.0, 36 months,17.86,D,title clerk ,MORTGAGE,37000.0,Verified,35.81,8.0,93.5,684.0,0,debt_consolidation - Debt consolidation
18225.0, 60 months,28.99,G,Nurse,MORTGAGE,48000.0,Verified,49.05,9.0,82.3,669.0,0,credit_card - Credit card refinancing
24000.0, 60 months,12.29,C,AR MANAGER,MORTGAGE,91000.0,Verified,7.15,14.0,55.6,704.0,0,debt_consolidation - Debt consolidation
17000.0, 36 months,12.29,C,Educator,MORTGAGE,55000.0,Verified,15.6,11.0,85.2,679.0,0,debt_consolidation - Debt consolidation
21000.0, 60 months,13.99,C,Bus Operator,RENT,67000.0,Not Verified,19.49,19.0,58.3,669.0,0,debt_consolidation - Debt consolidation
8000.0, 36 months,8.24,B,,RENT,42000.0,Verified,5.57,4.0,40.9,674.0,0,credit_card - Credit card refinancing
24475.0, 60 months,21.67,E,Driver,MORTGAGE,49000.0,Source Verified,27.95,14.0,76.9,679.0,0,debt_consolidation - Debt consolidation
9000.0, 36 months,13.49,C,Head of Diversity & Inclusion ,RENT,150000.0,Verified,19.05,6.0,99.4,674.0,0,debt_consolidation - Debt consolidation
14000.0, 36 months,9.17,B,Registered Nurse,RENT,79321.0,Verified,24.07,14.0,61.6,664.0,0,debt_consolidation - Debt consolidation
24000.0, 36 months,12.99,C,Physician Assistant,MORTGAGE,120000.0,Verified,17.4,35.0,70.9,669.0,0,debt_consolidation - Debt consolidation
17200.0, 36 months,14.46,C,Dispatch Supervisor,RENT,41000.0,Source Verified,6.7,7.0,61.2,669.0,0,debt_consolidation - Debt consolidation
2350.0, 36 months,14.65,C,,OWN,35000.0,Verified,23.94,8.0,43.0,694.0,0,debt_consolidation - Debt consolidation
16800.0, 60 months,14.49,C,Electrican ,RENT,50000.0,Source Verified,29.76,31.0,25.4,679.0,0,credit_card - Credit card refinancing
10000.0, 36 months,18.99,E,Mechanic,MORTGAGE,32000.0,Not Verified,29.59,7.0,74.2,674.0,0,other - Other
35000.0, 36 months,24.74,E,Sr Consultant,RENT,80000.0,Verified,15.74,11.0,41.0,689.0,0,debt_consolidation - Debt consolidation
14000.0, 36 months,8.18,B,Teacher,MORTGAGE,62000.0,Source Verified,20.98,8.0,63.0,669.0,0,credit_card - Credit card refinancing
10000.0, 60 months,13.33,C,Ophthalmic tech,RENT,29000.0,Not Verified,25.29,10.0,29.3,729.0,0,debt_consolidation - Debt consolidation
17450.0, 60 months,21.67,E,stylist ,RENT,35000.0,Source Verified,25.03,13.0,53.3,674.0,0,debt_consolidation - Debt consolidation
7200.0, 36 months,12.74,C,Health Unit Coordinator,RENT,30000.0,Not Verified,18.68,17.0,39.4,704.0,0,credit_card - Credit card refinancing
6500.0, 36 months,9.49,B,SVP Sales and Marketing,MORTGAGE,325000.0,Verified,6.49,14.0,47.5,684.0,0,credit_card - Credit card refinancing
21000.0, 60 months,15.61,D,Office manager,RENT,42000.0,Not Verified,31.13,13.0,72.6,709.0,0,debt_consolidation - Debt consolidation
12200.0, 36 months,15.61,D,Driver,MORTGAGE,52000.0,Source Verified,25.29,11.0,57.4,674.0,0,debt_consolidation - Debt consolidation
22775.0, 60 months,25.83,G,Teacher,MORTGAGE,60000.0,Source Verified,17.18,11.0,44.6,724.0,0,other - Other
12575.0, 36 months,13.33,C,Computer Network Engineer,RENT,127900.0,Source Verified,8.74,7.0,59.5,664.0,0,debt_consolidation - Debt consolidation
16000.0, 60 months,13.99,C,Senior Records Clerk,RENT,55000.0,Source Verified,32.14,17.0,53.7,669.0,0,debt_consolidation - Debt consolidation
7500.0, 36 months,25.29,E,Cook ,OWN,55000.0,Verified,8.05,7.0,12.9,689.0,0,home_improvement - Home improvement
15000.0, 36 months,13.67,C,Staff Accountant,MORTGAGE,85000.0,Source Verified,19.2,16.0,58.7,704.0,0,credit_card - Credit card refinancing
21000.0, 60 months,11.44,B,Manger,MORTGAGE,75000.0,Source Verified,25.1,15.0,30.8,739.0,0,debt_consolidation - Debt consolidation
18000.0, 36 months,11.47,B,Exec. Sec.,MORTGAGE,60000.0,Not Verified,24.74,18.0,60.5,684.0,0,debt_consolidation - Debt consolidation
8000.0, 36 months,10.99,B,Customer service representative ,RENT,41000.0,Source Verified,7.7,12.0,39.5,709.0,0,debt_consolidation - Debt consolidation
24525.0, 60 months,22.99,F,Structural Designer,MORTGAGE,92000.0,Verified,4.58,9.0,63.4,694.0,0,debt_consolidation - Debt consolidation
1000.0, 36 months,13.99,C,Forklift Operator,OWN,42000.0,Verified,11.26,8.0,,669.0,0,other - Other
5000.0, 36 months,14.65,C,Office Clerck,OWN,21120.0,Source Verified,33.58,8.0,57.1,674.0,0,debt_consolidation - Debt consolidation
20000.0, 60 months,13.67,C,store manager,MORTGAGE,84000.0,Not Verified,22.09,16.0,60.7,679.0,0,credit_card - Credit card refinancing
30000.0, 60 months,22.45,E,"Clinical Unit Leader, L&D",MORTGAGE,90000.0,Verified,20.28,11.0,93.7,664.0,0,debt_consolidation - Debt consolidation
8000.0, 36 months,10.75,B,Registered Nurse ,MORTGAGE,78000.0,Source Verified,17.11,15.0,25.4,664.0,0,debt_consolidation - Debt consolidation
15000.0, 60 months,16.29,D,driver ,RENT,55000.0,Source Verified,31.03,10.0,56.7,714.0,0,debt_consolidation - Debt consolidation
21000.0, 60 months,17.27,D,Owner,MORTGAGE,111654.96,Verified,10.07,8.0,99.1,669.0,0,credit_card - Credit card refinancing
5000.0, 36 months,14.85,C,respiratory therapist,MORTGAGE,35000.0,Verified,33.33,10.0,73.1,684.0,0,debt_consolidation - Debt consolidation
11950.0, 36 months,13.99,C,IT Support,RENT,75000.0,Verified,4.33,12.0,52.8,669.0,0,debt_consolidation - Debt consolidation
24950.0, 60 months,22.45,F,Specification Anaylst,OWN,52000.0,Source Verified,2.12,14.0,5.6,734.0,0,home_improvement - Home improvement
22200.0, 36 months,12.79,C,Shop Supervisor,MORTGAGE,70000.0,Source Verified,28.9,25.0,46.0,699.0,0,debt_consolidation - Debt consolidation
11000.0, 60 months,14.99,C,Receptionist,OWN,37000.0,Source Verified,21.98,10.0,83.0,674.0,0,debt_consolidation - Debt consolidation
14775.0, 60 months,28.69,F,Sight Manager ,MORTGAGE,33600.0,Verified,15.93,4.0,100.8,724.0,0,debt_consolidation - Debt consolidation
18200.0, 60 months,23.13,F,Shop Forman,MORTGAGE,75000.0,Source Verified,32.82,17.0,70.2,664.0,0,credit_card - Credit card refinancing
16000.0, 60 months,9.99,B,Creative Marketing ,RENT,75000.0,Source Verified,15.28,5.0,57.2,709.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,18.2,E,Video Repair Rep III,MORTGAGE,57000.0,Verified,23.19,28.0,34.9,684.0,0,debt_consolidation - Debt consolidation
12000.0, 60 months,13.49,C,,RENT,49000.0,Source Verified,13.57,13.0,47.1,679.0,0,debt_consolidation - Debt consolidation
25000.0, 36 months,9.17,B,Driver ,MORTGAGE,150000.0,Source Verified,7.27,9.0,76.3,689.0,0,debt_consolidation - Debt consolidation
28000.0, 60 months,18.55,E,Fireman ,RENT,120000.0,Source Verified,23.93,12.0,88.8,684.0,0,debt_consolidation - Debt consolidation
5400.0, 36 months,18.25,D,Certified Dental Assistant,RENT,41860.0,Source Verified,31.71,6.0,80.1,694.0,0,credit_card - Credit card refinancing
15000.0, 60 months,13.67,C,Auto body tech,RENT,37000.0,Verified,29.42,12.0,74.1,679.0,0,debt_consolidation - Debt consolidation
35000.0, 60 months,25.88,F,Sr. Contract Specialist,RENT,152000.0,Source Verified,34.62,16.0,75.0,694.0,0,debt_consolidation - Debt consolidation
10400.0, 60 months,13.99,C,Repair Technichian,RENT,35000.0,Source Verified,22.33,7.0,87.2,714.0,0,debt_consolidation - Debt consolidation
13000.0, 36 months,12.29,C,Labor ,OWN,67000.0,Not Verified,13.1,15.0,26.8,699.0,0,credit_card - Credit card refinancing
5000.0, 36 months,8.39,B,,RENT,36000.0,Source Verified,20.57,12.0,46.1,664.0,0,debt_consolidation - Debt consolidation
22975.0, 60 months,11.53,B,Physical therapist ,MORTGAGE,80000.0,Verified,33.12,15.0,51.0,729.0,0,debt_consolidation - Debt consolidation
20000.0, 36 months,14.99,C,Office Mgr,RENT,57000.0,Not Verified,26.36,17.0,38.0,694.0,0,debt_consolidation - Debt consolidation
16000.0, 36 months,17.57,D,Senior Staff Accountant,MORTGAGE,80000.0,Verified,27.44,20.0,36.0,664.0,0,debt_consolidation - Debt consolidation
5250.0, 36 months,15.61,D,Receptionist,RENT,32971.0,Verified,31.74,13.0,51.0,679.0,0,debt_consolidation - Debt consolidation
20000.0, 60 months,16.55,D,Asst Director Professional Services,MORTGAGE,80000.0,Verified,23.67,20.0,36.0,699.0,0,debt_consolidation - Debt consolidation
27000.0, 36 months,18.99,D,Sr. Executive Assistant,OWN,62000.0,Verified,26.54,24.0,60.4,689.0,0,debt_consolidation - Debt consolidation
9100.0, 36 months,21.49,D,CNA ,RENT,25300.0,Verified,23.25,13.0,39.2,679.0,0,debt_consolidation - Debt consolidation
5000.0, 36 months,14.49,C,Vice President ,RENT,100000.0,Source Verified,9.05,5.0,34.7,734.0,0,debt_consolidation - Debt consolidation
30000.0, 60 months,17.86,D,Feeder driver,MORTGAGE,90000.0,Verified,28.01,17.0,66.3,704.0,0,debt_consolidation - Debt consolidation
7025.0, 36 months,16.55,D,,MORTGAGE,34000.0,Verified,25.03,9.0,62.0,669.0,0,debt_consolidation - Debt consolidation
25000.0, 60 months,10.99,B,Senior Vice President of Marketing,RENT,110000.0,Verified,30.65,13.0,96.0,689.0,0,debt_consolidation - Debt consolidation
23000.0, 60 months,8.67,B,Police detective,MORTGAGE,75000.0,Source Verified,16.93,11.0,85.6,709.0,0,credit_card - Credit card refinancing
10000.0, 36 months,8.18,B,Driver ,MORTGAGE,62000.0,Not Verified,26.17,10.0,53.5,689.0,0,debt_consolidation - Debt consolidation
11100.0, 60 months,29.99,F,welder fAB,MORTGAGE,37000.0,Source Verified,2.11,3.0,2.9,779.0,0,home_improvement - Home improvement
18000.0, 60 months,9.75,B,Program Director,MORTGAGE,104500.0,Source Verified,20.96,12.0,53.3,684.0,0,debt_consolidation - Debt consolidation
28000.0, 60 months,9.49,B,owner,RENT,90000.0,Not Verified,13.15,12.0,15.5,774.0,0,debt_consolidation - Debt consolidation
9000.0, 36 months,13.18,C,Associate Project Manager,RENT,35000.0,Source Verified,19.17,6.0,69.9,674.0,0,credit_card - Credit card refinancing
2350.0, 36 months,15.61,D,Sales Associate,OWN,21000.0,Not Verified,14.51,5.0,53.0,664.0,0,debt_consolidation - Debt consolidation
12500.0, 36 months,10.99,B,Buisness Secretary,MORTGAGE,50000.0,Verified,32.38,17.0,57.5,684.0,0,debt_consolidation - Debt consolidation
30000.0, 36 months,9.49,B,Mechanic III,RENT,95000.0,Source Verified,15.46,14.0,38.3,699.0,0,debt_consolidation - Debt consolidation
16950.0, 60 months,24.99,F,MAILHANDLER,OWN,56700.0,Source Verified,23.41,10.0,58.4,664.0,0,debt_consolidation - Debt consolidation
26200.0, 60 months,27.88,G,Program Support Specialist,MORTGAGE,69000.0,Verified,29.97,14.0,89.2,669.0,0,debt_consolidation - Debt consolidation
10000.0, 36 months,14.99,C,Branch Manager,MORTGAGE,106000.0,Source Verified,22.99,15.0,49.4,699.0,0,home_improvement - Home improvement
